Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
397,1296.61,651.25,653.87,1559.93,71.40,437.72,835.05,839.72,846.09,852.87,862.25,440.44,835.18,838.73,845.45,851.65,861.58,439.0813972,1.57,15.49,930.50,-185.07,82.45,107.83
398,1298.37,652.13,648.27,1559.38,68.97,437.40,835.32,840.42,844.22,854.35,861.87,438.50,837.42,840.06,846.32,851.73,862.83,437.9501583,1.65,13.86,923.29,-191.28,81.93,108.94
399,1306.11,651.94,647.61,1558.72,70.91,437.81,832.90,841.22,848.36,852.75,862.33,437.97,835.48,839.58,844.76,852.46,863.45,437.8884267,1.49,13.57,928.73,-193.17,81.52,108.60
400,1292.68,645.32,646.78,1566.11,69.88,440.66,836.67,838.31,844.69,855.08,863.20,437.81,836.02,841.71,843.47,853.43,863.03,439.23357,1.59,14.11,936.29,-192.59,82.04,109.06
401,1309.79,650.95,648.49,1560.28,70.37,442.82,834.78,838.06,846.84,854.26,862.88,441.10,833.65,838.16,844.01,852.91,861.85,441.9584493,1.52,14.73,925.39,-192.50,82.01,108.93
402,1295.26,654.57,650.98,1552.58,71.67,437.89,835.10,840.52,843.53,853.58,861.42,438.51,833.85,841.64,843.76,853.33,861.17,438.2010509,1.62,16.27,924.39,-194.69,81.79,107.57
403,1304.69,645.16,654.36,1566.20,68.02,439.18,837.37,838.75,844.32,850.56,860.59,441.06,835.23,840.11,846.63,850.97,860.61,440.1246354,1.55,14.03,923.14,-185.57,82.34,108.56
404,1291.64,651.87,645.53,1566.66,68.02,441.46,835.22,838.98,845.72,852.91,860.64,442.44,836.30,840.53,846.79,851.49,861.14,441.9476956,1.42,15.76,933.14,-190.86,81.84,107.15
405,1304.03,654.01,652.69,1565.31,68.03,442.47,833.31,840.24,845.99,851.96,862.80,439.66,834.38,838.65,846.57,851.78,860.86,441.0690197,1.50,14.68,935.94,-185.45,82.17,107.74
406,1307.40,646.92,651.62,1562.66,70.43,437.78,833.13,840.54,844.56,852.20,862.53,438.58,836.37,838.94,845.96,854.85,862.62,438.1805288,1.60,16.04,933.99,-185.26,81.52,106.98
407,1308.08,652.03,645.68,1565.42,68.59,438.28,834.30,839.19,847.09,852.68,860.63,437.92,832.99,838.38,844.99,855.31,861.46,438.0977964,1.59,14.11,937.03,-192.36,82.45,108.14
408,1292.37,647.79,652.87,1558.54,68.52,441.20,833.31,841.71,848.21,854.15,862.79,441.09,834.88,842.00,846.22,851.97,862.96,441.1462781,1.65,14.57,933.83,-191.00,81.80,108.77
409,1290.57,653.44,645.01,1556.19,70.24,441.98,833.59,841.30,844.33,852.59,861.35,442.00,832.82,839.29,848.77,852.86,862.78,441.9885106,1.36,13.60,921.98,-186.87,82.12,107.84
410,1299.34,652.04,652.97,1555.24,68.47,442.02,834.24,839.49,846.24,852.99,861.65,440.07,833.60,839.66,847.71,853.85,861.72,441.0465093,1.51,16.49,927.22,-193.55,82.46,107.26
411,1304.69,648.78,650.26,1558.61,69.04,439.50,837.02,838.49,844.71,851.88,861.47,438.26,836.54,838.61,846.15,851.44,861.44,438.8766771,1.39,14.29,936.66,-187.84,81.79,107.54
412,1308.10,648.33,645.27,1554.62,69.66,440.89,834.68,838.40,844.98,854.59,862.78,441.24,835.56,839.09,844.72,852.26,861.28,441.0646416,1.61,13.96,923.27,-192.48,81.73,108.78
413,1293.48,653.45,647.61,1553.98,68.67,440.68,837.09,839.21,848.47,854.18,862.17,439.61,837.21,841.31,848.53,853.42,863.49,440.1468244,1.54,14.54,925.44,-192.00,81.71,108.89
414,1292.26,646.74,647.19,1556.44,70.34,440.09,833.51,838.41,845.67,853.92,860.68,441.41,832.80,839.67,843.17,850.59,862.65,440.7505907,1.44,15.83,939.73,-188.53,81.66,107.41
415,1293.55,654.21,650.82,1564.34,70.81,437.47,833.44,839.77,845.78,853.33,862.13,441.65,833.60,840.94,845.42,855.34,861.91,439.5549939,1.45,16.26,928.62,-192.18,81.65,107.48
416,1298.98,645.74,645.54,1553.81,71.49,440.86,834.71,840.19,845.61,854.83,863.40,441.46,832.76,841.88,846.87,851.42,861.50,441.1576966,1.58,15.59,933.76,-193.65,82.45,107.91
417,1295.22,649.17,650.27,1564.32,71.95,438.85,834.54,841.94,844.64,853.51,862.50,438.09,832.82,840.35,845.56,851.14,861.08,438.4673432,1.36,14.44,936.54,-194.86,82.48,109.03
418,1291.94,650.14,650.46,1555.65,69.65,441.77,833.09,841.03,846.46,852.67,863.11,438.59,832.53,840.71,847.24,851.53,861.47,440.1811386,1.62,15.16,927.79,-186.16,81.82,107.96
419,1303.18,647.76,647.31,1554.69,68.78,438.60,836.94,839.81,848.55,853.60,861.10,439.43,837.24,839.72,843.31,854.56,862.39,439.0167536,1.42,15.48,924.50,-193.20,81.71,107.16
420,1303.35,645.88,648.93,1554.19,71.24,442.47,836.24,841.18,844.30,853.90,863.19,437.92,836.71,838.22,845.06,855.27,862.15,440.1916835,1.61,13.74,937.45,-185.98,81.72,107.31
421,1293.89,653.95,653.98,1557.79,69.65,438.12,835.55,840.03,846.86,853.16,860.72,438.76,833.79,838.46,847.57,855.23,863.17,438.4414144,1.50,15.26,925.35,-192.40,82.01,109.13
422,1294.04,647.69,648.99,1561.52,71.90,437.60,836.75,838.25,846.77,852.16,861.04,437.06,834.18,841.25,846.71,852.79,861.49,437.3280151,1.37,16.20,938.98,-194.69,82.39,107.24
423,1292.63,649.00,645.72,1556.15,68.48,442.21,833.44,840.22,845.96,853.37,863.06,438.47,835.57,839.67,848.06,855.47,860.86,440.3464691,1.45,13.57,928.91,-193.83,82.29,108.22
424,1292.69,652.23,653.94,1559.13,68.80,440.85,833.35,841.81,844.58,851.55,861.74,440.01,836.93,838.45,846.10,850.84,862.61,440.4290668,1.61,13.84,922.36,-194.71,82.47,108.99
425,1300.21,645.07,649.44,1567.14,71.06,440.05,837.43,838.01,843.22,853.29,861.09,439.13,833.21,839.70,843.51,851.06,862.34,439.5897094,1.51,14.56,939.63,-189.14,82.46,107.87
426,1309.00,649.47,649.02,1562.22,69.17,440.10,832.97,838.78,843.57,853.28,861.73,442.10,834.80,840.79,847.72,850.75,862.88,441.0990931,1.56,14.23,927.24,-193.27,82.29,109.07
427,1299.71,645.10,654.98,1567.14,70.10,440.06,836.21,839.87,845.33,854.17,861.16,437.76,836.31,838.62,845.37,851.69,862.87,438.8999521,1.37,15.96,937.48,-191.97,81.76,107.97
428,1292.27,652.62,649.15,1560.94,70.05,440.76,836.65,839.79,845.84,853.55,861.52,438.52,835.01,839.18,845.52,853.72,860.52,439.6463695,1.52,15.52,928.92,-187.23,81.89,108.90
429,1303.45,653.61,654.38,1553.42,69.05,439.67,836.40,840.07,846.30,854.11,861.97,440.33,836.52,838.91,848.50,852.49,862.95,440.0019988,1.57,14.41,920.85,-190.02,82.40,108.30
430,1302.95,646.67,654.43,1564.00,68.82,442.85,836.70,838.23,846.41,854.65,861.50,439.13,833.79,839.72,847.69,855.13,862.51,440.9755757,1.52,13.58,934.82,-188.40,82.35,108.32
431,1308.17,647.63,654.34,1563.56,71.91,441.93,836.56,838.13,843.94,855.04,860.96,440.68,833.17,840.62,846.91,852.93,861.47,441.3044682,1.36,13.67,929.75,-188.78,82.35,109.18
432,1309.08,652.06,654.27,1563.45,71.83,439.87,837.13,839.33,848.13,851.06,861.94,442.44,835.32,841.75,843.77,855.17,863.50,441.1588236,1.53,14.95,934.26,-191.99,81.87,108.27
433,1307.16,651.69,650.35,1553.30,69.37,442.69,836.19,841.07,848.57,854.18,863.22,442.78,835.92,839.22,843.08,854.66,860.99,442.7362151,1.56,13.73,937.74,-188.12,82.32,108.07
434,1295.27,653.40,653.00,1563.75,71.45,439.17,836.13,838.85,843.88,850.61,863.02,441.05,835.37,838.59,843.67,854.59,860.59,440.1082426,1.63,13.55,932.13,-188.41,81.93,107.95
435,1300.91,650.93,654.64,1566.63,70.90,438.05,836.76,838.75,848.05,854.40,860.71,440.24,835.51,841.14,845.97,852.82,863.32,439.1501184,1.45,15.24,938.83,-191.29,81.70,107.57
436,1295.56,651.69,650.02,1557.32,71.85,442.98,837.00,840.01,847.54,852.65,862.19,437.04,832.70,841.57,845.13,854.54,863.46,440.0100464,1.45,14.14,920.38,-186.43,82.49,107.97
437,1295.97,651.70,649.79,1556.04,69.89,438.60,836.06,841.76,843.87,852.24,861.09,440.51,834.42,838.29,846.76,854.41,863.22,439.5534896,1.53,13.82,929.45,-192.16,81.63,109.14
438,1306.29,648.33,654.20,1556.68,71.56,441.85,834.71,838.01,843.02,850.70,863.21,439.92,832.86,840.06,845.88,850.55,860.66,440.8787353,1.60,14.55,932.60,-187.00,82.02,108.84
439,1295.04,654.73,647.35,1556.38,70.25,439.77,834.37,841.14,843.00,851.32,861.28,442.44,834.73,838.88,845.44,853.72,863.08,441.0989165,1.49,14.01,935.16,-188.84,82.18,107.36
440,1298.51,645.81,646.43,1554.08,71.58,441.45,836.89,839.44,846.16,855.36,862.13,442.58,834.61,840.24,844.14,852.14,862.92,442.0161734,1.46,15.41,922.41,-187.92,81.60,106.81
441,1309.74,654.10,650.77,1555.81,71.19,437.32,835.63,840.63,843.92,852.21,861.10,441.62,836.23,838.52,843.75,853.28,862.60,439.4657249,1.64,15.31,937.09,-189.14,82.12,106.87
442,1301.74,653.37,651.82,1552.90,69.30,437.24,835.21,840.26,846.47,851.15,863.40,438.53,836.30,840.16,845.14,854.95,863.05,437.8863551,1.51,15.18,920.48,-187.42,82.43,108.70
443,1301.57,653.56,648.91,1555.15,68.10,438.89,834.20,841.57,843.18,854.22,861.56,438.37,835.93,839.62,846.98,851.94,862.30,438.6327279,1.65,13.67,929.98,-193.43,82.13,106.76
444,1297.69,648.02,651.00,1566.43,71.47,440.37,835.64,838.18,846.18,852.67,862.28,441.93,837.46,838.61,847.59,854.46,862.29,441.1516681,1.60,16.37,935.89,-193.17,82.08,107.03
445,1295.16,650.16,648.03,1563.05,69.57,442.33,836.27,840.46,846.68,853.65,860.94,441.91,836.57,840.44,848.95,853.75,861.99,442.119814,1.53,14.24,929.75,-188.31,81.55,108.38
446,1292.25,646.56,654.86,1556.43,70.50,438.69,832.89,838.60,845.83,850.70,861.30,440.54,836.63,838.15,843.49,852.73,862.95,439.6187348,1.52,15.10,931.18,-193.52,81.73,107.19
447,1307.30,648.35,646.86,1555.26,70.85,441.50,834.19,841.68,848.37,851.61,863.26,438.19,836.81,841.90,847.46,854.18,862.94,439.8501877,1.65,15.25,929.13,-186.19,81.69,108.15
448,1307.47,647.01,649.66,1562.75,70.23,440.97,837.42,840.68,848.00,852.67,861.53,437.64,834.79,838.29,846.31,853.37,862.69,439.2988134,1.42,14.97,930.63,-193.39,82.43,107.67
449,1307.97,654.04,648.93,1559.51,70.69,441.43,833.08,840.73,843.77,852.07,863.14,439.19,836.64,838.93,848.95,853.25,862.40,440.3176834,1.59,15.41,938.79,-191.36,81.53,108.71
450,1294.54,649.06,653.56,1559.85,68.90,437.60,834.83,839.44,846.74,853.60,863.44,442.53,836.11,840.52,845.15,854.16,861.95,440.0739252,1.53,14.63,939.84,-193.75,81.54,107.05
451,1295.50,647.70,647.93,1555.27,69.23,442.06,834.34,840.22,844.80,851.46,861.62,441.58,833.50,840.98,844.40,854.91,862.85,441.8219443,1.44,15.42,939.66,-193.94,81.81,107.92
452,1299.73,654.04,649.69,1558.20,70.08,442.87,832.68,839.09,847.54,855.49,862.88,437.12,836.67,840.42,844.72,852.86,861.18,440.0051822,1.47,16.05,926.81,-188.39,81.83,108.32
453,1292.16,645.67,654.14,1565.97,68.64,440.07,836.86,838.01,845.35,853.45,861.53,439.52,833.59,841.80,846.42,852.77,863.25,439.7959998,1.36,13.98,939.66,-193.28,82.37,107.76
454,1291.20,648.12,650.48,1558.21,68.27,439.04,832.76,840.78,847.47,853.51,862.28,437.69,836.97,840.91,844.06,852.67,862.17,438.3647054,1.44,13.54,937.16,-194.67,81.85,107.35
455,1309.21,649.39,654.31,1562.29,69.35,440.39,835.78,839.16,843.35,850.64,863.41,439.87,833.15,841.03,848.36,854.40,862.78,440.1281471,1.55,13.59,928.49,-186.70,81.80,107.76
456,1297.60,652.59,650.04,1562.35,69.07,440.97,837.03,839.82,845.26,855.38,862.48,439.73,834.61,838.96,848.75,852.03,862.54,440.3493723,1.57,16.08,923.13,-192.75,82.20,107.52
457,1292.14,646.33,646.47,1554.22,69.89,439.18,834.58,840.07,845.29,853.41,863.25,442.04,836.74,839.96,846.59,851.21,863.36,440.6063551,1.57,14.47,937.96,-189.51,81.64,107.83
458,1307.59,653.46,654.69,1554.82,68.25,439.61,834.53,841.73,843.77,853.27,862.55,439.94,836.70,839.75,843.67,853.07,863.10,439.7761151,1.58,14.42,933.11,-189.45,81.85,108.04
459,1309.04,647.50,649.28,1562.04,68.09,440.04,835.42,840.14,844.80,852.11,862.73,439.89,833.11,840.01,843.77,853.13,861.08,439.967772,1.47,13.84,927.60,-186.97,81.70,107.91
460,1304.03,649.97,650.02,1556.86,70.41,437.44,832.99,838.39,848.97,851.29,863.12,438.07,833.42,840.33,843.19,854.65,861.88,437.754268,1.44,14.11,929.65,-188.88,82.22,107.14
461,1306.18,645.79,646.48,1556.74,69.96,442.27,836.73,840.39,848.84,851.88,861.56,441.35,836.30,839.60,844.27,852.30,861.70,441.811415,1.58,14.33,926.72,-189.65,81.98,107.45
462,1299.64,651.77,649.49,1565.38,69.10,442.23,834.72,840.19,844.63,854.34,861.00,438.90,835.32,838.61,848.94,853.71,860.70,440.5663531,1.40,15.72,931.43,-187.61,82.25,108.35
463,1296.54,653.71,649.95,1565.82,71.83,439.80,836.93,841.17,848.01,855.46,862.47,439.61,836.78,840.20,847.19,852.96,862.05,439.7062275,1.52,16.18,931.47,-189.87,82.30,108.64
464,1308.16,649.23,653.13,1559.22,68.08,439.01,836.92,841.76,844.85,852.67,863.31,439.97,833.38,840.00,845.46,852.92,861.34,439.488944,1.61,16.36,926.35,-188.99,81.86,108.44
465,1294.78,653.97,652.49,1562.15,69.33,441.51,836.38,840.83,844.90,853.59,861.33,442.71,835.75,838.00,847.66,850.52,861.22,442.1071754,1.58,15.36,923.88,-185.19,82.18,108.88
466,1292.84,646.94,645.41,1564.23,71.65,442.11,833.85,839.75,843.21,854.22,861.03,442.95,833.73,840.61,843.62,851.06,860.96,442.529363,1.47,15.60,938.98,-185.80,81.63,108.52
467,1305.11,647.70,652.67,1556.31,69.79,440.37,833.46,841.30,847.44,854.92,862.34,441.74,834.24,841.65,844.35,851.00,863.06,441.0589582,1.53,14.58,930.33,-194.79,82.01,107.95
468,1293.20,651.29,649.01,1558.41,71.74,441.10,837.28,839.87,843.36,853.50,862.80,441.72,836.22,841.01,844.26,851.40,862.62,441.4111516,1.44,14.25,937.07,-189.01,81.53,108.59
469,1293.70,646.99,645.38,1552.74,69.68,440.41,835.60,841.49,844.83,855.43,863.06,438.72,835.67,839.50,845.35,852.87,863.13,439.5684506,1.36,14.89,933.96,-189.35,82.44,108.81
470,1307.83,649.98,646.62,1558.73,68.98,438.43,836.64,839.53,848.90,855.08,861.74,437.05,835.80,839.27,848.83,853.10,861.34,437.7442974,1.63,15.41,924.09,-185.73,81.98,107.27
471,1294.22,645.67,648.80,1559.08,71.90,439.63,836.77,839.24,845.69,852.85,860.99,441.24,832.62,840.09,843.19,854.33,861.66,440.4386078,1.36,16.36,934.28,-190.42,82.33,107.85
472,1291.18,652.41,649.26,1566.04,70.07,440.17,836.70,839.37,847.26,853.55,862.30,439.35,835.27,840.23,846.54,854.12,861.47,439.7604409,1.59,16.31,931.79,-186.60,81.54,108.49
473,1295.09,648.60,647.86,1562.32,68.26,440.25,834.76,839.36,846.48,851.89,863.38,439.48,837.23,841.22,845.38,851.08,862.83,439.8650167,1.42,13.51,926.14,-188.33,82.02,107.69
474,1303.10,648.50,646.75,1555.47,69.97,441.50,837.23,838.62,844.00,852.24,861.74,437.41,832.97,839.55,845.15,850.65,861.51,439.4620781,1.40,13.99,922.67,-187.93,82.18,108.00
475,1295.77,645.21,654.14,1556.66,70.29,441.39,834.36,838.01,846.44,851.62,860.54,441.13,834.47,838.29,845.20,852.53,861.93,441.256806,1.64,15.56,937.44,-193.31,82.23,108.08
476,1292.39,654.90,651.24,1565.83,70.16,442.36,832.89,838.65,843.21,853.47,861.99,442.12,837.36,838.41,848.71,852.50,862.60,442.2440272,1.43,15.10,922.59,-187.45,82.16,108.03
477,1294.19,650.85,650.18,1553.09,71.88,440.74,837.33,840.91,843.54,851.29,862.41,442.34,835.83,840.08,846.34,853.69,863.25,441.5388475,1.52,14.91,927.08,-190.93,82.33,108.30
478,1300.20,647.94,652.39,1555.00,71.66,442.84,836.04,841.68,846.01,853.16,861.11,439.77,833.32,840.73,846.96,852.85,861.31,441.298987,1.55,14.39,920.34,-194.24,81.66,106.92
479,1290.42,652.88,649.24,1554.01,70.77,437.27,835.61,841.94,848.37,852.87,860.73,437.05,836.55,841.29,845.09,853.21,862.52,437.1598307,1.50,15.01,926.23,-186.43,82.24,108.12
480,1300.68,650.88,647.37,1554.73,68.95,439.84,836.42,839.48,848.20,851.60,862.55,437.96,833.81,839.49,847.00,850.53,861.53,438.9001273,1.59,14.81,934.64,-187.68,82.33,108.00
481,1293.97,651.33,645.85,1564.40,68.63,442.10,835.78,839.52,847.76,854.49,861.45,440.69,837.06,838.46,845.03,854.69,862.14,441.3988829,1.49,14.99,938.64,-191.56,82.15,108.84
482,1295.84,652.27,652.08,1557.91,71.48,437.30,832.60,841.61,844.36,852.91,860.52,437.53,837.27,838.25,846.27,851.18,862.84,437.4157095,1.51,13.83,928.16,-187.20,81.98,107.00
483,1297.99,647.69,650.78,1553.69,71.08,437.10,832.68,839.06,843.56,852.93,860.64,439.15,832.66,840.75,848.73,852.90,861.64,438.1257792,1.41,14.78,935.34,-185.96,81.97,108.77
484,1309.37,649.57,650.34,1556.80,68.72,437.86,832.70,841.30,846.11,853.82,863.48,441.26,833.89,838.40,848.08,853.94,862.09,439.560349,1.39,16.20,936.71,-189.51,81.78,107.82
485,1292.46,647.50,649.39,1563.55,71.51,440.74,834.65,840.78,846.11,855.44,861.44,438.34,833.94,840.51,848.99,852.08,863.31,439.5386464,1.60,16.26,937.03,-194.86,81.65,109.29
486,1303.20,649.31,650.26,1565.96,69.61,438.77,835.18,840.29,844.26,852.65,861.26,440.23,835.80,840.45,844.02,851.63,862.06,439.5048051,1.43,13.54,938.71,-185.47,81.98,107.98
487,1300.65,650.78,652.79,1566.04,68.14,441.34,832.94,841.39,848.68,855.14,861.70,442.06,834.65,839.43,845.86,854.44,862.40,441.6997221,1.52,15.24,926.79,-190.60,81.65,106.99
488,1290.83,646.01,654.52,1558.94,71.33,439.44,835.19,838.47,843.98,851.28,863.23,440.22,833.34,838.02,847.19,850.71,861.77,439.8356565,1.65,14.87,922.09,-192.12,81.82,109.06
489,1294.79,654.85,650.06,1559.87,71.53,440.02,833.22,841.87,847.91,854.59,861.17,440.43,834.28,838.16,847.31,854.96,860.94,440.2227659,1.61,13.74,939.80,-194.72,81.77,109.24
490,1293.63,654.90,651.19,1564.65,70.93,439.38,835.28,838.10,846.99,851.68,862.01,441.31,837.39,841.71,843.19,855.06,861.93,440.33977,1.39,15.22,926.74,-187.16,82.02,108.93
491,1309.83,653.77,654.79,1558.36,68.97,439.88,832.76,840.30,843.96,851.56,862.76,438.41,835.91,840.69,844.50,855.11,861.01,439.1431145,1.46,15.92,926.54,-185.58,81.61,108.92
492,1309.76,651.15,648.98,1555.17,68.56,441.71,833.11,839.74,845.03,851.31,860.80,439.06,832.53,841.73,845.74,851.03,863.42,440.3871684,1.51,16.32,923.70,-194.25,81.73,107.76
493,1299.78,652.48,646.16,1559.77,71.28,440.81,834.87,841.21,848.70,853.95,861.76,442.98,836.75,838.25,843.46,854.42,861.58,441.8920508,1.51,15.95,920.22,-185.80,81.71,107.58
494,1305.94,654.50,645.15,1566.66,69.55,438.85,834.91,841.80,845.19,855.30,863.12,439.23,833.87,840.86,846.26,852.08,860.73,439.0400738,1.48,13.71,934.65,-190.96,82.36,108.26
495,1301.81,654.95,653.69,1556.26,68.05,440.80,836.52,838.71,843.14,851.05,861.75,442.16,836.02,838.32,843.04,850.59,862.67,441.4801312,1.38,15.23,934.74,-190.15,82.12,108.12
496,1308.44,650.17,649.13,1554.13,69.94,442.20,835.54,842.00,845.40,854.26,861.44,437.99,836.75,838.27,845.74,852.78,862.89,440.0953783,1.37,14.54,931.83,-185.83,81.94,108.91
497,1294.52,645.43,649.12,1563.17,70.82,437.04,834.46,839.83,843.06,852.81,862.52,437.80,835.40,841.64,847.16,854.91,862.68,437.4223288,1.54,14.55,931.26,-190.81,82.40,107.38
498,1294.50,652.98,654.77,1552.78,68.03,438.33,836.69,840.39,844.89,854.57,860.90,438.24,836.52,838.74,844.30,852.66,862.79,438.2848458,1.44,15.07,922.00,-194.39,82.17,108.58
499,1307.13,647.76,648.52,1558.20,68.95,438.37,833.78,841.70,843.33,851.07,861.98,440.39,837.03,838.15,844.30,852.50,863.17,439.379412,1.46,14.63,927.86,-190.90,81.79,107.81
500,1305.25,647.17,645.60,1554.99,69.64,442.37,833.96,841.75,844.87,851.36,860.68,443.00,834.36,839.93,847.62,853.60,861.85,442.6830589,1.53,16.13,933.41,-187.97,81.63,108.38
501,1306.30,654.83,647.55,1557.72,71.69,442.07,835.53,840.97,844.78,854.05,861.17,438.62,836.01,840.51,847.83,852.96,863.13,440.355188,1.50,15.66,929.78,-185.03,82.23,108.13
502,1293.52,647.54,650.79,1561.67,70.42,437.03,834.75,840.06,844.34,853.83,861.39,441.08,836.08,839.17,845.03,855.16,862.02,439.0592343,1.63,13.57,925.01,-190.47,82.45,107.41
503,1300.18,647.90,650.75,1553.09,68.93,442.47,837.36,839.13,847.95,852.06,861.99,438.00,835.01,840.53,848.12,852.43,861.83,440.2322161,1.57,13.98,922.48,-189.52,82.34,107.88
504,1290.28,647.60,654.64,1566.55,71.32,439.56,835.29,840.10,846.06,854.16,861.16,438.46,834.33,840.48,843.38,851.02,862.82,439.0082726,1.44,14.04,932.31,-191.91,82.19,107.26
505,1293.47,652.91,652.30,1558.50,70.16,437.32,836.94,838.08,846.68,851.71,860.93,439.86,835.20,840.35,847.93,851.47,861.59,438.5896101,1.54,14.81,927.26,-190.53,81.85,106.95
506,1297.79,646.91,648.09,1559.76,68.55,442.00,835.85,838.42,844.17,850.86,862.52,439.27,834.95,839.79,845.82,851.01,861.81,440.6335912,1.62,16.14,938.44,-192.90,81.85,108.08
507,1301.47,650.35,645.08,1559.07,71.10,438.07,833.17,839.87,843.40,852.35,862.67,439.87,835.67,839.14,847.55,854.18,860.89,438.9664429,1.38,15.29,923.79,-193.39,82.08,108.56
508,1300.41,646.07,653.64,1559.10,68.21,439.09,835.19,839.95,846.38,854.08,862.44,440.40,835.29,841.77,844.69,853.86,861.19,439.752256,1.39,15.52,923.79,-185.37,82.30,108.19
509,1292.14,649.12,645.81,1556.00,71.01,441.72,835.07,841.07,843.03,851.09,863.19,437.51,837.11,840.75,843.06,852.03,861.55,439.6164006,1.41,16.26,938.76,-186.86,81.80,106.87
510,1294.23,654.80,645.69,1557.21,69.57,438.49,832.57,838.14,843.44,852.63,861.39,441.78,835.09,841.85,844.86,853.68,861.25,440.1222787,1.45,14.04,925.83,-188.47,81.68,109.06
511,1296.46,650.30,646.26,1554.80,68.38,439.44,832.81,839.74,846.45,850.88,860.55,442.79,834.19,841.59,848.30,852.73,861.60,441.1081673,1.35,13.68,930.84,-187.24,82.21,107.74
512,1300.65,653.85,646.06,1566.60,69.33,437.45,835.32,838.23,845.78,854.75,862.48,438.29,834.65,840.15,846.52,851.94,861.79,437.8680898,1.46,15.93,932.13,-189.08,82.11,108.01
513,1308.38,654.32,645.03,1558.52,70.79,442.15,835.82,841.86,845.57,855.37,862.10,441.27,835.95,841.89,848.75,852.38,862.75,441.7142755,1.45,15.90,925.73,-190.35,82.42,108.21
514,1294.17,646.67,653.98,1560.11,71.13,438.91,835.08,841.93,848.80,852.69,861.35,441.36,835.25,840.38,844.93,854.67,863.19,440.1445277,1.63,15.75,932.36,-187.37,82.20,108.68
515,1296.02,649.14,647.99,1567.42,69.81,437.05,834.29,840.87,844.49,851.89,861.95,442.86,837.13,841.99,847.07,854.64,861.16,439.9479844,1.49,14.89,920.09,-185.15,82.29,106.86
516,1306.19,649.58,646.85,1565.97,70.03,440.88,836.48,841.13,843.21,851.85,860.73,442.53,835.11,839.23,843.57,851.29,862.03,441.7044071,1.55,14.59,933.72,-188.33,82.02,107.53
517,1301.51,654.86,648.70,1565.08,71.98,442.40,836.71,838.35,843.96,851.03,861.60,442.10,833.07,839.94,844.61,853.20,860.84,442.2515069,1.43,15.59,929.16,-186.98,82.17,108.56
518,1298.51,648.89,652.14,1560.50,71.20,439.50,837.31,840.71,845.71,853.78,862.87,439.33,835.71,841.27,846.33,854.39,862.07,439.4143653,1.62,16.24,930.63,-193.47,82.15,108.45
519,1298.86,652.72,652.42,1559.72,68.33,442.41,836.73,841.76,848.27,854.65,863.19,437.36,834.53,841.07,848.45,851.07,861.11,439.8818927,1.64,13.57,934.77,-191.34,81.57,108.42
520,1306.44,646.67,646.96,1555.99,68.18,439.57,833.19,841.43,843.13,851.28,861.93,439.55,832.84,840.32,844.95,852.34,862.45,439.5574855,1.55,13.92,921.46,-189.57,82.22,107.09
521,1302.15,653.17,650.80,1559.09,68.22,439.21,836.21,839.14,847.50,853.95,863.28,439.50,835.90,840.54,843.36,852.43,861.96,439.3566683,1.46,14.30,928.77,-187.16,81.60,108.45
522,1298.31,651.31,654.71,1563.37,70.22,442.84,833.22,839.17,846.64,851.07,862.25,438.48,835.60,839.21,847.32,850.97,861.80,440.6552087,1.55,13.58,923.16,-187.02,81.82,107.33
523,1302.38,651.23,652.16,1562.96,71.71,439.11,836.84,839.99,846.93,852.50,861.08,440.41,835.33,841.22,843.77,853.52,863.13,439.7609407,1.62,14.14,927.61,-188.17,81.92,108.25
524,1306.07,646.05,651.65,1553.68,68.61,439.05,836.16,838.37,847.99,851.23,862.47,442.76,836.39,840.06,846.07,855.22,863.24,440.9137814,1.37,14.74,930.17,-189.45,81.57,107.89
525,1309.38,647.44,650.27,1563.13,68.95,437.74,833.26,841.39,848.84,850.73,863.27,440.43,835.16,840.25,846.47,854.45,862.05,439.0880416,1.52,15.45,935.54,-188.41,81.80,109.29
526,1309.31,651.40,646.21,1562.75,70.59,439.30,836.56,841.84,844.16,850.62,860.59,442.93,837.38,840.94,845.57,850.82,862.39,441.1108844,1.49,13.59,928.00,-189.89,81.71,107.39
527,1292.88,647.47,645.73,1553.47,69.70,440.05,835.67,839.91,848.53,852.05,862.01,439.22,834.63,838.08,846.60,852.83,863.27,439.6370335,1.57,14.51,935.79,-192.29,81.63,107.98
528,1296.76,651.54,646.33,1565.34,68.50,437.44,833.88,840.99,846.64,854.14,860.89,438.80,837.34,841.58,848.18,853.67,860.61,438.1154905,1.53,14.68,939.21,-192.35,82.11,107.14
529,1296.84,648.77,645.27,1557.44,70.52,440.81,834.27,838.03,847.61,851.35,862.55,439.57,837.41,840.66,846.53,854.91,862.83,440.1911887,1.47,15.13,928.73,-187.52,81.68,106.84
